Actual_value,predicted_by_model
3800.0,7671.458406663665
4000.0,6850.140728059063
3600.0,8111.695218757264
12000.0,9961.313565923703
18000.0,15901.07793991861
1500.0,5482.559729718294
7500.0,7407.098819533345
1200.0,2439.291112400786
6000.0,7885.064092466535
10000.0,14512.776734159677
12000.0,9238.80159046931
14000.0,9226.837765692497
4000.0,6661.455463229475
4190.0,7574.2044287174995
4500.0,2494.199426802499
24250.0,11617.638676933766
6474.0,7120.909116351097
7500.0,11094.059194830792
21000.0,13567.35510896986
1500.0,2529.6305932532496
5000.0,7790.135790886157
3800.0,8565.189128729213
7750.0,15608.70388341272
4000.0,6584.30302663867
19000.0,14282.257038774373
7500.0,8736.057352669382
12000.0,8879.19604641875
5000.0,4055.6303444303303
13965.0,10522.586938861514
9625.0,9202.593464160003
12000.0,8747.126631355415
4293.0,6583.466967421304
1325.0,1993.659579597952
12000.0,14089.174775848769
2500.0,5246.443492727545
13000.0,16823.875221117396
9000.0,9098.374603946077
10000.0,8182.618485101286
5000.0,7106.488138532975
3600.0,4080.7389154608136
2500.0,4189.40312651384
24000.0,12678.44865129418
4000.0,6268.900662084858
10000.0,8931.827118833462
20000.0,15099.163709320059
11000.0,10712.563168430699
4500.0,4647.339362143668
6500.0,12753.834248035942
12000.0,6773.323479987299
5000.0,6667.92555290991
2000.0,2993.9453984689353
17500.0,10615.037247287752
2200.0,3868.35146312305
1500.0,2892.0544175792984
19600.0,17519.2753592477
16000.0,15397.839011642802
17000.0,12367.96397142359
6625.0,7404.534337869249
5500.0,7509.807237682933
7200.0,6775.054776538787
7500.0,10269.733559686727
11500.0,14315.191732555511
4000.0,4110.961708952436
4146.0,13062.267530245608
10800.0,8053.894063237491
2700.0,3677.3585913930074
3007.0,7554.911552676509
4000.0,6219.310992409784
2464.0,3447.945511172047
35000.0,28230.32775646576
8875.0,12992.93993572743
14400.0,11558.049932397764
8500.0,8727.876810716925
21000.0,11821.524432958211
10000.0,16799.25458784417
15879.0,15081.589810408124
15000.0,15111.486391914645
10000.0,8981.847651670892
23500.0,21267.925595492943
10000.0,9138.131136594771
1457.0,1743.8260153534047
5000.0,6289.416756748235
12000.0,7575.303702747042
6000.0,7421.905162763258
7200.0,7798.861390425303
4000.0,5071.583752674163
9000.0,9305.899723895738
3000.0,5549.6868128702445
20000.0,12859.780218007349
25000.0,18744.416700757716
10000.0,9805.975870785556
10000.0,8777.125692931852
4800.0,8011.509755211493
12000.0,9456.540990637766
15000.0,10076.404115959296
3500.0,5461.130217228858
5500.0,8513.36497340025
12000.0,9284.08503882108
5550.0,5511.076914452755
5500.0,11845.20342643591
7150.0,7625.010625507457
7500.0,5409.891934892399
2000.0,2807.768612457694
3000.0,5565.696712546385
15000.0,10971.119807747817
4800.0,3984.859787805908
4950.0,11229.762512897641
3000.0,5706.465816416976
28800.0,13642.047473395989
2500.0,2802.455406879644
10000.0,10329.612843223038
6400.0,13530.909355635016
3988.0,5933.43801561482
15000.0,12154.346828570564
6532.0,7419.301211604936
2275.0,5660.940797814939
6000.0,12057.115318337681
15000.0,15850.95375126522
15000.0,11793.366169327282
8000.0,15250.5711857616
12000.0,7451.317705450803
12000.0,11667.291268337722
2000.0,4426.9129320358825
3629.0,4578.3660002877605
6000.0,6166.496728933613
6000.0,5967.453211766218
25000.0,15979.7889383525
4800.0,5231.592099177311
5600.0,7796.285026929505
6900.0,5871.235160148333
16000.0,10213.468727511847
17925.0,15090.159232204518
10000.0,18900.192207817883
15000.0,16593.037693389608
15000.0,15983.815296004315
10000.0,11123.970865375584
3000.0,3774.404569034954
12000.0,10364.955704474798
4500.0,7783.945730291645
14110.0,10459.547150027134
12000.0,12506.451023922233
9600.0,13476.821731177199
8000.0,4980.074743090892
21000.0,16394.207844007473
6000.0,6631.732759950122
1200.0,1676.425983323772
6000.0,14766.048014375658
4400.0,8124.422348442835
3000.0,5821.646194334871
4000.0,7007.72287262015
5600.0,7734.823272428015
6350.0,6424.284424076763
25000.0,13350.408055541568
10000.0,7385.872923269577
2675.0,2511.6636399548042
14500.0,13632.480079545625
2500.0,3397.9013096597173
18000.0,13609.16581469556
15000.0,12356.389163809574
10000.0,9958.361491192074
6000.0,12592.781259705527
4500.0,6547.762169749734
4500.0,3903.1129247924546
6000.0,8534.749425306263
5100.0,9963.953193870631
12000.0,9320.508023145992
5416.0,4590.3756979365335
5000.0,7196.6958776116935
1500.0,1560.3110815312666
8000.0,8493.68849081753
7500.0,10415.127812882576
10000.0,16410.432523368647
14500.0,13280.389704368816
3500.0,5597.362045789501
5300.0,6895.609238518746
2500.0,6169.046035082294
20235.0,12769.877446430859
13000.0,16419.57975911288
3000.0,1576.0357020126812
20000.0,12724.524322129037
5000.0,5500.303316045312
6000.0,8145.241318962198
12000.0,10118.176699190204
10664.0,8095.309370050865
8000.0,8574.104017501155
12000.0,14624.500328700335
25000.0,13442.449087117675
12000.0,12087.076196658916
3000.0,4900.825814180005
3188.0,5695.361168796242
15000.0,12226.203676218433
3000.0,4114.778945476892
12000.0,9261.888137923203
17500.0,10098.009661116983
13800.0,15983.3310509465
6000.0,7962.125417992491
20000.0,19120.28580984637
10000.0,11411.964259388471
8000.0,10405.089728706296
3000.0,3053.5571108060412
5000.0,9784.882852922226
5000.0,6774.245459979953
10000.0,9710.212169135419
25000.0,19393.077372238844
12000.0,10091.16895148983
10000.0,10001.805562217753
7000.0,5658.044962395556
7000.0,6582.850271392039
9268.0,5661.454903184556
12846.0,14747.2568173441
4500.0,5155.518642244413
4250.0,5073.264813003545
3700.0,4605.486794827562
1500.0,811.8291717774409
7834.0,9226.707240437709
7750.0,8803.18739163512
5000.0,4572.169804492616
12000.0,9297.855400868484
8481.0,7663.722597035026
3514.0,7053.918377817481
12898.0,13208.083463454343
11200.0,10355.0313221065
20000.0,16116.941711550538
3000.0,4221.16578376191
15000.0,19089.66676614696
8050.0,8572.210852421513
4181.0,6742.461852553344
10096.0,8862.55382668663
20000.0,24155.00266373317
2000.0,5061.179723302561
6975.0,7559.983088027762
3000.0,5976.030877310277
3600.0,2936.8630432677255
15000.0,16965.015222128503
15000.0,12267.747611121547
3600.0,3824.840811043274
1000.0,3276.032541337907
25000.0,14641.659878668524
20000.0,15018.250805194115
5000.0,8430.50105905749
4750.0,11248.069110854873
4800.0,8804.999239641289
9000.0,8133.570791243816
2800.0,4941.631465869472
4000.0,5933.911636411829
25000.0,15744.511911475412
7500.0,6692.487266712087
5000.0,11317.93080827317
4600.0,4302.589803581888
8000.0,9368.656298090298
26000.0,14889.08229225886
11000.0,14480.20847677684
3873.0,4199.468286630947
12000.0,14717.254463678662
8000.0,7988.611490339783
15000.0,13424.704219593914
3597.0,5591.752025054369
15000.0,15376.217429828233
12000.0,9998.283528202008
10000.0,8364.635735369195
24884.0,13739.501067512218
9150.0,7157.8430668464425
14590.0,12197.803406920437
10000.0,9351.540269992372
7500.0,9772.06173559024
1500.0,2493.2348908924014
5000.0,5961.354999443698
3000.0,2094.790538040952
10000.0,9717.220672749887
15890.0,14453.249574435347
2500.0,3523.556829965639
4000.0,3649.19017490818
12000.0,16618.989095268644
2500.0,9012.263876359484
12875.0,16317.160397781747
6250.0,7793.8251186241
14500.0,10404.06028323748
14000.0,13711.465536856616
20000.0,18873.260509744396
1600.0,5505.76585215595
1494.0,1423.8683853283264
4000.0,5317.0422515153095
6000.0,5542.269043450768
12000.0,10568.55225175663
11000.0,12232.350229583491
9000.0,8090.9833385572165
7750.0,11496.694209836605
15000.0,13133.637198353572
3000.0,2293.1868335142963
6000.0,9579.800328933106
15000.0,9981.547444677915
25000.0,20142.762646288502
3000.0,2846.406215883555
3000.0,4427.5154277081965
7800.0,6257.19841946095
15000.0,14441.829467063806
1000.0,3356.0206403099146
17000.0,16768.339291269407
18800.0,13522.208129525403
9250.0,9167.014691212584
6000.0,7309.93630439588
5000.0,5060.394329968967
8000.0,8597.321379135625
15000.0,13566.83640812372
6400.0,8525.32909527151
6000.0,5478.530560976318
28000.0,13520.448115344643
12000.0,11119.593140476085
3200.0,2294.040513797232
2000.0,3500.9937902750153
3000.0,9235.118308789784
4000.0,4029.931557464697
13000.0,10079.459239720072
5000.0,5947.164938555294
4600.0,3993.757128943158
9000.0,9976.510848073234
35000.0,23609.469184822825
10000.0,8594.893654817683
2000.0,3943.040089150929
24083.0,13028.756183908172
4000.0,6917.85371474141
3000.0,4574.837457554542
25000.0,10718.776669376011
3800.0,5147.385593531511
10000.0,11425.04148559541
7500.0,8309.3843213981
16800.0,10405.487555329251
9100.0,8035.792754605896
20000.0,13825.24118034231
18000.0,16069.113712289305
8000.0,6894.781741040115
1600.0,5645.891419934962
4000.0,6900.230112694899
10000.0,7151.874875254083
8000.0,5756.711029034892
10000.0,10221.95043177231
4500.0,7145.209963048774
6000.0,4728.610506123121
15000.0,11524.008996098006
3000.0,4294.35688139183
12000.0,19591.679878864063
12000.0,8103.206837582831
21000.0,13616.820602384381
7000.0,6453.477851561029
14900.0,11347.021693527518
3459.0,6118.61385539629
7500.0,9305.541386908466
5000.0,5181.263503853319
13488.0,11661.673070811015
3000.0,5670.180921693942
5000.0,10914.181663438198
14000.0,9717.251188544014
9000.0,9787.65324889952
3000.0,6579.814367462137
1800.0,6982.570701605819
8000.0,7049.4690567577945
4200.0,6168.845616718669
15000.0,9964.735821943788
6000.0,11285.74808335135
3500.0,5177.08246528274
2500.0,5704.843891522407
1000.0,2250.133578186642
6250.0,9839.48088726539
5400.0,9134.983462372886
12000.0,8842.808201291751
4000.0,6365.537308302113
5375.0,9577.234289189166
12000.0,9602.50504251112
15000.0,21152.71245115241
35000.0,16621.14982189401
14000.0,13353.081609340414
15000.0,16118.027084914393
7000.0,5812.240534293218
5200.0,6702.456140950775
6000.0,5118.147192576742
16700.0,23261.111292140777
7200.0,6948.293963564867
7000.0,7980.9930225554435
11026.0,9024.013870318504
6000.0,8181.175761132752
22000.0,15967.613407273246
2728.0,4046.838375260455
7175.0,9204.095737335523
15000.0,13346.084906327058
6000.0,7695.634023763238
1000.0,3157.4893487141308
10000.0,13739.317469876733
25000.0,19055.495187118064
8000.0,7716.933433437931
15000.0,10188.255110937112
6000.0,4514.225395850306
6000.0,11660.45410862136
18000.0,12498.370977804501
8400.0,12640.655217605672
6400.0,5404.621580412937
10000.0,17749.925437836413
5000.0,8169.611968541249
5000.0,6122.706308917128
10000.0,10218.010026250699
7200.0,4984.45343832127
6000.0,9772.377907340962
3000.0,4310.362030462798
5000.0,4887.372021066312
10000.0,14742.231442021795
12000.0,9794.167220754265
14000.0,11191.071823485603
10000.0,10612.910281191478
1000.0,2088.88661047176
5000.0,6926.487408158835
5000.0,5444.325410300675
5000.0,9434.644056053014
15000.0,13885.465695578063
12000.0,8760.62625426137
7200.0,8185.764653210237
2029.0,2950.852501508796
12800.0,13602.720474984744
20000.0,14508.249954400133
2800.0,4322.423337959774
8000.0,5842.144832563687
10800.0,13678.345064667967
21000.0,14147.019042759523
25000.0,14548.947176857659
6500.0,8297.509710450846
6000.0,9171.298632746886
7000.0,8219.533900644978
4000.0,9772.578866627815
7000.0,7819.34809353665
11050.0,12031.144663208108
15000.0,14502.881635242687
10000.0,9076.25322213184
8050.0,10551.544918297352
2400.0,4441.022353386146
10000.0,8151.256286257772
7000.0,8772.071575464932
15000.0,12693.850706074194
2500.0,4601.21589117296
4500.0,5763.15674922851
4750.0,6674.120474492853
4800.0,6809.523745145265
14000.0,11818.863608278229
10400.0,14005.046115413177
25000.0,19033.05500343199
20000.0,10487.682582007692
20000.0,21387.664015341412
1500.0,2754.6418629988
2000.0,4447.129807834834
10000.0,12534.27287985439
6000.0,7775.506944218796
18000.0,14469.716747852497
6000.0,4826.533009539491
7000.0,13604.902492906782
6000.0,7759.121559217598
20000.0,15978.0718186327
6500.0,4700.930451609624
6000.0,4677.379228851289
17000.0,17215.154479556088
10000.0,9275.429615159785
25000.0,19495.986589888806
13000.0,12085.961510931324
10000.0,9234.118514343612
2500.0,2871.271385460468
1925.0,2076.1618730662813
6000.0,7848.840843023989
6000.0,9395.597450395475
9000.0,7012.345103027634
7800.0,11733.291913579624
3000.0,5769.720924710276
15000.0,11527.413607255443
11125.0,10445.992255724319
9000.0,8034.821893959983
14000.0,16100.04971335291
3001.0,6958.623815126553
10872.0,13282.664323300709
11400.0,9376.789251757407
8075.0,6894.144843711989
4500.0,9299.945081406104
18000.0,13254.1281385888
2141.0,6262.021679888145
1200.0,1359.9117725727865
25000.0,14619.678957747274
7000.0,5008.752972088481
15000.0,13257.413476099922
8575.0,13127.451694326272
7298.0,6281.67395794161
10000.0,9721.382147202465
12000.0,10348.680839743534
16000.0,13139.79002734174
10000.0,8138.456981872863
1000.0,4032.7459066281735
8000.0,5544.520753697485
3000.0,2859.177830579387
13819.0,14540.632812739954
3200.0,6464.072424400776
12800.0,10617.926244447575
8000.0,14594.405819604111
16000.0,11283.839274139958
2029.0,6329.487349928551
1500.0,2529.042806713488
9950.0,6626.082191409503
2497.0,2099.3863012834863
20000.0,14764.354454202672
8000.0,14862.768995068207
6000.0,6564.502823288836
18000.0,16344.265489133886
1200.0,4541.992926012761
22000.0,15600.182006295388
6000.0,7453.495448492766
5000.0,7634.9184421568425
20000.0,15775.678358112746
3600.0,3941.3221171874757
10000.0,9794.292966337422
12000.0,11231.5152283963
2900.0,2446.8876928599766
3200.0,2884.2470761866616
10000.0,13187.889892099221
12000.0,12611.451965637702
4789.0,6278.71563382505
17500.0,19692.908502192055
4800.0,5763.323710631314
3600.0,2977.697041451578
7600.0,7235.629247704257
5550.0,9260.007694419366
7200.0,8302.852112985767
25000.0,14875.163738495994
10000.0,12897.174875835535
12000.0,13151.302957826476
16000.0,14198.730343792846
5000.0,7485.847288842606
35000.0,28559.054288780862
25000.0,18831.51361184022
16000.0,15284.383026819607
16000.0,12577.045944224752
3150.0,3363.1149087512767
7200.0,7699.918411144323
10000.0,9637.697308145178
12000.0,7836.282953616474
19000.0,12443.680602474917
7000.0,6565.98925062831
1500.0,6191.070609644747
1800.0,1999.9356783592011
5400.0,6244.745719935969
5800.0,10257.870932731574
1200.0,2167.3560307080024
19618.0,13793.993302557275
5000.0,7776.896471363341
14800.0,19762.396876750743
5000.0,7006.579553465977
9000.0,7848.661774494034
5000.0,7583.599628129887
1500.0,2655.1896185789274
4200.0,3752.3534232107895
6500.0,7929.343824847712
6600.0,7065.872637135937
5000.0,8585.966870188493
24000.0,17340.416759896572
15000.0,13651.910761736643
25000.0,17724.757768571937
10000.0,13480.698697047035
8000.0,8290.090256718559
6000.0,2364.288195531306
12678.0,10421.969119831176
6468.0,5810.786814937932
15000.0,10251.841671841035
12000.0,12525.76037975871
9400.0,9983.341338973807
4000.0,1944.7336624185627
9000.0,11213.604569091596
8715.0,6055.163886116545
8000.0,8479.885105481198
12000.0,12236.58653135358
6000.0,6214.671097677652
12000.0,9301.71277025246
2400.0,7335.5699398357665
15000.0,11727.202924211884
5600.0,6752.457308449182
8000.0,13334.97677703725
4000.0,7110.154020702837
12000.0,11379.459879579099
6500.0,7317.525705900762
7000.0,11901.971627617588
25000.0,20522.280146580008
7000.0,6666.103925144449
2000.0,3646.67118826159
6500.0,8879.193275653044
3200.0,5134.494388881056
13500.0,10284.418161001171
5000.0,5857.173234281647
18000.0,17076.9553526962
8000.0,8952.344526437199
4250.0,7583.939587304101
14067.0,12707.65859463757
9600.0,12348.309670979143
14435.0,10218.11080962641
11200.0,11016.740303704715
3000.0,4011.833575943634
7600.0,7506.698742576224
7000.0,13536.366632696332
8000.0,11073.95400277635
10200.0,7869.493742113653
4500.0,7070.894751560232
5600.0,7365.498713637704
10000.0,11662.200948585521
9600.0,8088.000140811217
10056.0,9213.524261147253
25123.0,16578.339282550845
5000.0,5318.405105959977
8000.0,5844.097922185711
6000.0,7652.212337343917
20000.0,16936.71176607533
15000.0,11247.792885717874
6000.0,5626.469332437129
9000.0,9833.731227971628
10000.0,8720.984057213132
8874.0,9166.484531634904
17000.0,16028.501452061511
10000.0,11512.41092033713
15000.0,8506.49006908458
5000.0,6526.005569340345
10000.0,8421.417688101968
15000.0,12380.05721057501
14000.0,12338.378176833736
20000.0,14607.936915786406
3252.0,3938.9250080035526
8000.0,11082.10743594569
6000.0,9325.459122224594
12000.0,11895.749306220989
10000.0,12143.634420378497
25000.0,17268.2464786801
5000.0,6521.740515223428
7000.0,8428.278039245484
3000.0,5589.899023064785
8000.0,11247.416388503201
5000.0,6640.317543496098
15000.0,17220.83010634613
8000.0,8854.4466634965
3600.0,5097.118322977438
20000.0,11601.767966367104
21000.0,15250.620902194685
15000.0,15306.447515760203
5000.0,7049.396525968903
7000.0,8160.546418099093
12000.0,7732.115580355832
11000.0,10194.63340570599
2000.0,4323.568347790442
15000.0,18109.54487264231
19200.0,15505.516909563281
10000.0,10206.153091399403
4000.0,7297.920131352665
15000.0,14243.366092810684
15000.0,21539.05258494867
5000.0,8550.434574632603
22000.0,16137.406995962192
24250.0,15185.206322624395
3000.0,4985.515439567713
20223.0,20119.13175111427
2400.0,5973.649533625905
2000.0,2510.238823955059
3000.0,4377.92202910378
12000.0,8754.052218831777
21600.0,18458.96416667904
4750.0,18825.278589252386
35000.0,18306.13539488989
7000.0,13535.095430026482
3200.0,4809.445350968581
30000.0,14961.56442838494
8800.0,8674.631516405694
10000.0,11226.234982582173
24250.0,28254.270374065996
4800.0,6277.12290409944
5000.0,7354.668780063246
6000.0,5327.807856440693
14975.0,20363.854194436037
8000.0,10363.816937898959
12000.0,14263.47306078313
7800.0,8879.466024629688
7200.0,7090.004855875344
3162.0,6196.016944240928
10000.0,11338.44664036363
7750.0,7347.584518150823
12000.0,18052.20930790466
1957.0,7110.115764081938
5000.0,3912.9633823047316
11500.0,12356.819470341408
12000.0,10415.897516758327
28000.0,18892.259465562707
5000.0,4687.643472973647
12000.0,12222.795586583721
5600.0,5854.322537613138
1800.0,15442.7430019688
25000.0,22077.941567969217
10000.0,9959.348958168808
10000.0,8170.670882353532
10500.0,9829.944110091275
5000.0,6554.702326306373
9600.0,9939.963575177071
8875.0,11926.199635016805
5800.0,5536.59670732302
9000.0,9390.791549179343
6400.0,11502.981549797536
12000.0,11735.452064964735
18000.0,12103.528432315965
8000.0,14217.435400122682
28000.0,15396.592618735744
13042.0,13773.469649157872
12500.0,10328.941999800914
12000.0,11752.194514715613
10000.0,13574.687515505218
3000.0,3783.5579104266635
7000.0,6237.741516797218
7000.0,7367.746097458074
3025.0,5368.9579916384555
2300.0,5383.253051184041
4800.0,5014.29813525063
3500.0,5454.379460081134
20000.0,14053.750670202426
25000.0,12015.582940201042
20569.0,13655.046056256753
7200.0,8541.894010262511
2500.0,5453.675642331285
12000.0,13771.05991857173
5350.0,8533.481651924076
10000.0,6467.137463221901
1439.0,2336.7613890867324
7000.0,6274.016171646503
16800.0,10892.621146355965
24625.0,15641.380144499282
12000.0,9190.253040227119
8000.0,9366.916321251272
8430.0,17834.12570863363
4200.0,3902.0185155571853
6000.0,8229.535168847793
3000.0,4219.55098261933
